time_ms,servo_deg,dist_cm
13320,162.78,11.93
13340,223.94,12.00
13360,261.53,11.94
13380,268.79,12.04
13400,244.30,11.92
13420,192.29,12.11
13440,121.93,12.49
13460,45.76,17.20
13480,30.00,22.02
13500,30.00,26.50
13520,30.00,31.05
13540,30.00,35.32
13560,30.00,35.15
13580,33.31,35.03
13600,109.87,35.22
13620,182.88,35.05
13640,238.93,34.88
13660,267.60,34.79
13680,263.49,34.56
13700,227.22,34.56
13720,165.40,34.73
13740,89.45,34.82
13760,30.00,34.90
13780,30.00,34.99
13800,30.00,34.90
13820,30.00,34.98
13840,30.00,34.97
13860,30.00,35.14
13880,76.63,35.23
13900,154.39,35.15
13920,219.96,34.89
13940,260.71,34.90
13960,268.72,34.73
13980,242.31,34.64
14000,186.45,34.73
14020,111.83,34.82
14040,32.88,34.82
14060,30.00,34.74
14080,30.00,34.74
14100,30.00,34.74
14120,30.00,34.73
14140,30.00,34.72
14160,65.13,34.81
14180,144.95,30.52
14200,213.96,26.22
14220,258.39,22.01
14240,269.28,17.83
14260,244.31,15.17
14280,188.35,19.55
14300,112.53,23.93
14320,32.07,28.23
14340,30.00,32.41
14360,30.00,35.14
14380,30.00,35.04
14400,30.00,34.95
14420,30.00,34.95
14440,75.22,35.21
14460,155.97,35.04
14480,223.23,32.51
14500,263.05,29.65
14520,267.08,25.44
14540,234.33,22.72
14560,171.50,22.81
14580,91.57,25.35
14600,30.00,28.39
14620,30.00,32.59
14640,30.00,35.13
14660,30.00,35.22
14680,30.00,35.31
14700,30.00,35.31
14720,107.06,32.33
14740,185.76,28.04
14760,244.10,23.75
14780,269.48,19.45
14800,256.34,15.07
14820,207.36,15.34
14840,132.97,19.54
14861,45.08,23.75
14881,30.00,28.05
14901,30.00,32.17
14921,30.00,34.80
14941,30.00,34.80
14961,30.00,34.88
14981,79.62,34.80
15001,162.81,34.89
15021,230.00,34.81
15041,266.26,34.76
15062,262.20,34.59
15082,218.97,34.68
15102,146.88,34.60
15123,57.74,34.69
15143,30.00,34.75
15163,30.00,34.83
15183,30.00,34.74
15203,30.00,34.82
15223,30.00,34.81
15243,75.38,34.91
15263,160.24,34.91
15283,229.15,31.96
15303,266.28,27.75
15324,261.72,23.54
15345,213.67,19.26
15366,134.15,16.30
15386,47.54,19.25
15407,30.00,23.54
15427,30.00,27.75
15447,30.00,31.94
15467,30.00,32.11
15488,30.00,27.98
15508,103.35,24.96
15528,186.31,20.58
15548,246.63,16.19
15568,269.95,14.79
15588,250.61,15.96
15609,189.38,18.99
15630,102.01,23.38
15650,30.00,27.77
15671,30.00,32.05
15691,30.00,35.00
15711,30.00,35.00
15731,30.00,35.18
15751,52.52,35.35
15771,141.14,35.18
15791,217.42,35.19
15811,262.73,35.02
15832,264.87,34.84
15852,222.96,34.52
15874,139.76,34.47
15894,50.45,34.50
15915,30.00,34.63
15935,30.00,30.74
15955,30.00,30.87
15975,30.00,30.97
15995,30.00,31.10
16015,112.93,31.01
16035,196.58,34.94
16055,253.57,34.87
16075,269.47,32.03
16096,237.56,27.68
16116,168.71,24.86
16138,70.70,22.25
16158,30.00,22.41
16178,30.00,22.62
16198,30.00,26.97
16218,30.00,25.71
16238,30.00,24.18
16258,96.01,19.71
16278,183.60,17.90
16299,249.31,13.37
16319,269.92,13.11
16339,243.85,12.82
16359,177.74,12.82
16379,88.67,13.08
16400,30.00,17.61
16420,30.00,22.00
16440,30.00,26.41
16460,30.00,30.88
16480,30.00,35.09
16500,90.71,35.00
16520,180.19,34.99
16540,245.81,35.15
16560,270.00,35.07
16580,246.18,35.16
16602,172.29,35.15
16622,81.14,35.25
16642,30.00,35.08
16662,30.00,34.99
16683,30.00,35.07
16703,30.00,32.29
16723,30.00,27.99
16743,106.36,23.95
16763,194.49,19.67
16783,254.18,15.12
16803,268.97,13.43
16824,231.77,13.43
16844,156.11,14.92
16866,52.74,19.28
16886,30.00,23.85
16906,30.00,28.26
16926,30.00,32.48
16946,30.00,35.03
16966,42.65,35.11
16986,137.84,34.93
17006,219.73,34.82
17026,265.28,34.83
17046,261.55,34.83
17068,202.02,34.75
17088,113.94,34.76
17108,30.00,34.84
17129,30.00,34.84
17149,30.00,34.83
17169,30.00,34.82
17189,30.00,34.90
17209,89.14,30.94
17229,182.22,26.58
17249,248.86,22.20
17269,269.73,17.81
17290,235.85,13.34
17310,160.01,13.16
17332,54.07,13.31
17352,30.00,17.79
17372,30.00,22.20
17392,30.00,26.58
17412,30.00,30.71
17432,53.87,34.93
17452,151.30,34.84
17472,230.74,34.82
17492,268.66,34.83
17512,253.68,34.78
17533,185.92,34.73
17554,86.70,34.63
17574,30.00,34.61
17594,30.00,34.85
17614,30.00,32.14
17634,30.00,28.08
17654,30.00,24.00
17674,126.79,19.80
17694,214.38,15.07
17714,264.39,13.38
17735,259.94,13.01
17756,198.65,12.98
17776,105.92,13.02
17798,30.00,17.69
17818,30.00,18.01
17838,30.00,22.50
17858,30.00,26.71
17878,30.00,30.89
17898,125.13,30.80
17918,214.04,34.84
17938,264.58,32.20
17958,260.91,29.33
17979,200.01,26.38
18000,101.30,23.58
18021,30.00,23.66
18041,30.00,26.19
18061,30.00,29.06
18081,30.00,32.18
18101,30.90,30.98
18121,132.03,31.07
18141,219.93,26.96
18161,266.66,22.75
18182,255.25,19.97
18203,185.90,23.81
18224,82.77,23.73
18244,30.00,27.83
18264,30.00,28.11
18284,30.00,30.63
18304,30.00,30.80
18324,49.74,30.97
18344,151.97,31.06
18364,234.20,35.00
18384,269.64,35.09
18405,243.98,34.92
18425,167.79,34.83
18446,60.92,30.82
18466,30.00,30.81
18486,30.00,30.01
18506,30.00,26.08
18526,30.00,22.06
18546,77.54,26.07
18566,178.60,26.24
18586,250.35,27.21
18607,268.17,31.39
18627,224.32,35.41
18648,130.45,35.50
18669,30.00,35.39
18689,30.00,35.38
18709,30.00,31.09
18729,30.00,26.61
18749,30.00,22.14
18769,124.43,17.89
18789,217.00,13.34
18809,266.55,13.10
18830,253.96,13.01
18850,184.52,13.18
18872,72.09,14.50
18892,30.00,18.89
18912,30.00,23.25
18932,30.00,27.72
18952,30.00,31.93
18972,78.09,34.96
18992,181.11,34.95
19012,252.66,34.88
19032,267.82,34.80
19053,217.39,34.67
19074,118.12,34.47
19094,30.00,30.67
19115,30.00,26.43
19135,30.00,22.36
19155,30.00,18.43
19175,43.46,18.38
19195,150.31,22.14
19215,235.95,26.41
19235,269.96,30.59
19256,237.07,34.60
19276,151.81,34.65
19297,39.19,34.70
19317,30.00,34.75
19337,30.00,34.72
19357,30.00,34.77
19377,30.00,34.73
19397,123.22,34.80
19417,218.58,34.81
19437,267.57,34.81
19459,247.27,31.83
19479,168.42,27.73
19500,55.57,23.44
19520,30.00,19.22
19540,30.00,16.44
19560,30.00,15.23
19580,30.00,15.22
19600,112.11,15.22
19620,211.31,15.30
19640,265.88,13.87
19661,253.31,15.08
19682,174.34,16.73
19702,66.45,20.95
19723,30.00,25.08
19743,30.00,29.30
19763,30.00,32.36
19783,30.00,34.99
19803,112.29,34.99
19823,212.26,34.99
19843,266.38,34.99
19864,251.76,34.90
19885,170.08,34.82
19905,60.60,32.22
19926,30.00,32.39
19946,30.00,28.26
19966,30.00,24.08
19986,30.00,19.95
