time_s,servo_deg,dist_cm
3.541,70.45,8.64
3.561,30,8.57
3.581,30,8.49
3.601,30,8.42
3.621,30,8.35
3.641,30,8.35
3.661,30,8.26
3.681,49.46,8.27
3.701,121.53,8.26
3.721,188.64,8.33
3.741,239.94,8.42
3.761,267.05,8.49
3.781,265.48,8.49
3.801,235.35,8.5
3.821,181.46,8.34
3.841,112.52,8.18
3.861,39.78,8.02
3.881,30,7.94
3.901,30,7.86
3.921,30,7.94
3.941,30,8.03
3.961,30,8.19
3.981,30,8.26
4.001,92.83,8.42
4.021,164.84,8.49
4.041,224.34,8.63
4.061,261.21,8.71
4.081,269.08,8.86
4.101,246.51,8.94
4.121,197.2,9.01
4.141,129.48,9.02
4.161,54.9,8.95
4.181,30,8.88
4.201,30,8.72
4.221,30,8.56
4.241,30,8.4
4.261,30,8.31
4.281,30,8.24
4.301,88.9,8.25
4.321,162.78,8.34
4.341,223.94,8.35
4.361,261.53,8.36
4.381,268.79,8.36
4.401,244.3,8.27
4.421,192.29,8.11
4.441,121.93,8.11
4.461,45.76,8.2
4.481,30,8.3
4.501,30,8.48
4.521,30,8.66
4.541,30,8.67
4.561,30,8.58
4.581,33.31,8.59
4.601,109.87,8.59
4.621,182.88,8.5
4.641,238.93,8.4
4.661,267.6,8.31
4.681,263.49,8.12
4.701,227.22,8.03
4.721,165.4,8.04
4.741,89.45,8.13
4.761,30,8.23
4.781,30,8.4
4.801,30,8.59
4.821,30,8.76
4.841,30,8.94
4.861,30,9.03
4.881,76.63,9.13
4.901,154.39,9.03
4.921,219.96,8.86
4.941,260.71,8.68
4.961,268.72,8.68
4.981,242.31,8.58
5.001,186.45,8.68
5.021,111.83,8.77
5.041,32.88,8.95
5.061,30,9.12
5.081,30,9.31
5.101,30,9.39
5.121,30,9.48
5.141,30,9.58
5.161,65.13,9.5
5.181,144.95,9.41
5.201,213.96,9.32
5.221,258.39,9.23
5.241,269.28,9.13
5.261,244.31,9.04
5.281,188.35,9.04
5.301,112.53,9.14
5.321,32.07,9.33
5.341,30,9.42
5.361,30,9.6
5.381,30,9.69
5.401,30,9.69
5.421,30,9.78
5.441,75.22,9.78
5.461,155.97,9.78
5.481,223.23,9.78
5.501,263.05,9.78
5.521,267.08,9.68
5.541,234.33,9.68
5.561,171.5,9.68
5.581,91.57,9.77
5.601,30,9.78
5.621,30,9.87
5.641,30,9.98
5.661,30,10.01
5.681,30,9.93
5.701,30,10.04
5.721,107.06,10.14
5.741,185.76,10.14
5.761,244.1,10.14
5.781,269.48,10.13
5.801,256.34,10.02
5.821,207.36,9.77
5.841,132.97,9.62
5.861,49.19,9.45
5.881,30,9.32
5.901,30,9.2
5.921,30,9.04
5.941,30,8.87
5.961,30,8.9
5.981,75.37,8.98
6.001,158.89,9.07
6.021,227.28,9.22
6.041,265.34,9.37
6.061,264.5,9.45
6.081,224.81,9.43
6.101,154.97,9.42
6.121,70.51,9.43
6.141,30,9.35
6.161,30,9.35
6.181,30,9.36
6.201,30,9.36
6.221,30,9.35
6.241,62.46,9.51
6.261,148.08,9.59
6.281,220.52,9.76
6.301,263.17,9.92
6.321,266.13,10
6.341,228.57,10
6.361,159.01,9.91
6.381,73.41,9.72
6.401,30,9.49
6.421,30,9.34
6.441,30,9.18
6.461,30,9.19
6.481,30,9.21
6.501,68.14,9.28
6.521,154.82,9.43
6.541,226.3,9.66
6.561,265.64,9.81
6.581,263.41,9.89
6.601,219.97,10.04
6.621,145.53,10.01
6.641,57.74,9.83
6.661,30,9.68
6.681,30,9.61
6.701,30,9.45
6.721,30,9.4
6.741,30,9.43
6.761,92.56,9.43
6.781,178.23,9.51
6.801,242.52,9.68
6.821,269.67,9.83
6.841,252.9,10
6.861,196.16,10.08
6.881,113.27,10
6.901,30,9.89
6.921,30,9.7
6.941,30,9.45
6.961,30,9.28
6.981,30,9.29
7.001,45.23,9.24
7.021,135.26,9.35
7.041,214.04,9.51
7.061,261.76,9.68
7.081,266.29,9.68
7.101,226.34,9.68
7.121,151.86,9.6
7.141,61.62,9.53
7.161,30,9.37
7.181,30,9.37
7.201,30,9.37
7.221,30,9.37
7.241,30,9.35
7.261,105.23,9.5
7.281,191.37,9.66
7.301,251.41,9.81
7.321,269.72,9.96
7.341,241.39,10.11
7.361,173.64,10.15
7.381,84.02,10.12
7.401,30,10.12
7.421,30,10.01
7.441,30,9.91
7.461,30,9.87
7.481,30,9.83
7.501,90.71,9.75
7.521,180.19,9.79
7.541,245.81,9.83
7.561,270,9.75
7.581,246.18,9.67
7.601,180.55,9.59
7.621,90.57,9.51
7.641,30,9.36
7.661,30,9.36
7.681,30,9.27
7.701,30,9.27
7.721,30,9.27
7.741,92.13,9.43
7.761,182.56,9.51
7.781,247.81,9.76
7.801,269.93,9.93
7.821,242.72,10.01
7.841,173.49,9.92
7.861,81.17,9.92
7.881,30,9.68
7.901,30,9.45
7.921,30,9.21
7.941,30,9.14
7.961,30,9.07
7.981,109.47,9.16
8.001,198.08,9.32
8.021,256.45,9.47
8.041,268.07,9.54
8.061,229.52,9.53
8.081,151.52,9.51
8.101,56.02,9.42
8.121,30,9.43
8.141,30,9.44
8.161,30,9.44
8.181,30,9.45
8.201,45.68,9.45
8.221,142.09,9.52
8.241,223.63,9.59
8.261,266.74,9.67
8.281,258.85,9.75
8.301,202.08,9.75
8.321,112.74,9.68
8.341,30,9.67
8.361,30,9.59
8.381,30,9.51
8.401,30,9.51
8.421,30,9.51
8.441,93.19,9.51
8.461,186.75,9.68
8.481,251.86,9.75
8.501,269.13,9.82
8.521,233.31,9.89
8.541,154.86,9.97
8.561,57.04,9.89
8.581,30,9.9
8.601,30,9.83
8.621,30,9.75
8.641,30,9.59
8.661,57.12,9.5
8.681,155.58,9.42
8.701,234.3,9.42
8.721,269.38,9.5
8.741,250.03,9.59
8.761,181.96,9.67
8.781,85.78,9.67
8.801,30,9.67
8.821,30,9.59
8.841,30,9.51
8.861,30,9.43
8.881,34.98,9.43
8.901,135.01,9.51
8.921,221.2,9.68
8.941,266.78,9.83
8.961,257.44,10
8.981,195.94,10.13
9.001,101.3,10.1
9.021,30,9.94
9.041,30,9.75
9.061,30,9.59
9.081,30,9.45
9.101,30,9.4
9.121,127.02,9.41
9.141,216.32,9.43
9.161,265.6,9.51
9.181,259.06,9.59
9.201,198.61,9.59
9.221,103.41,9.58
9.241,30,9.58
9.261,30,9.5
9.281,30,9.34
9.301,30,9.34
9.321,30,9.35
9.341,132.09,9.45
9.361,220.81,9.45
9.381,267.12,9.53
9.401,255.82,9.52
9.421,190.42,9.51
9.441,92.12,9.43
9.461,30,9.36
9.481,30,9.36
9.501,30,9.29
9.521,30,9.21
9.541,46.47,9.22
9.561,149.92,9.39
9.581,233.61,9.39
9.601,269.65,9.46
9.621,245.91,9.54
9.641,170.13,9.52
9.661,67.48,9.44
9.681,30,9.36
9.701,30,9.36
9.721,30,9.36
9.741,30,9.36
9.761,76.85,9.35
9.781,179.02,9.51
9.801,251.09,9.67
9.821,268.5,9.75
9.841,225.14,9.83
9.861,135.63,9.91
9.881,30.45,9.83
9.901,30,9.67
9.921,30,9.59
9.941,30,9.51
9.961,30,9.43
9.981,120.89,9.43
10.001,215.27,9.44
10.021,266.29,9.43
10.041,256.12,9.43
10.061,188.12,9.43
10.081,85.83,9.5
10.101,30,9.43
10.121,30,9.34
10.141,30,9.35
10.161,30,9.27
10.181,70.1,9.2
10.201,175.13,9.27
10.221,250.14,9.36
10.241,268.47,9.35
10.261,223.45,9.43
10.281,130.91,9.5
10.301,30,9.51
10.321,30,9.51
10.341,30,9.43
10.361,30,9.43
10.381,31.25,9.36
10.401,139.24,9.44
10.421,229.56,9.52
10.441,269.52,9.6
10.461,244.52,9.6
10.481,163.42,9.59
10.501,55.57,9.51
10.521,30,9.36
10.541,30,9.29
10.561,30,9.22
10.581,30,9.14
10.601,112.11,9.06
10.621,211.31,9.14
10.641,265.88,9.3
10.661,255.57,9.37
10.681,184.01,9.44
10.701,77.53,9.59
10.721,30,9.59
10.741,30,9.51
10.761,30,9.51
10.781,30,9.51
10.801,95.54,9.44
10.821,199.4,9.43
10.841,262.25,9.43
10.861,260.33,9.42
10.881,194.19,9.43
10.901,88.61,9.43
10.921,30,9.44
10.941,30,9.44
10.961,30,9.44
10.981,30,9.44
11.001,90,9.44
