time_s,servo_deg,dist_cm
4.941,260.71,34.9
4.961,268.72,34.73
4.981,242.31,34.64
5.001,186.45,34.73
5.021,111.83,34.82
5.041,32.88,34.82
5.061,30,34.74
5.081,30,34.74
5.101,30,34.74
5.121,30,34.73
5.141,30,34.72
5.161,65.13,34.81
5.181,144.95,30.52
5.201,213.96,26.22
5.221,258.39,22.01
5.241,269.28,17.83
5.261,244.31,15.17
5.281,188.35,19.55
5.301,112.53,23.93
5.321,32.07,28.23
5.341,30,32.41
5.361,30,35.14
5.381,30,35.04
5.401,30,34.95
5.421,30,34.95
5.441,75.22,35.21
5.461,155.97,35.04
5.481,223.23,32.51
5.501,263.05,29.65
5.521,267.08,25.44
5.541,234.33,22.72
5.561,171.5,22.81
5.581,91.57,25.35
5.601,30,28.39
5.621,30,32.59
5.641,30,35.13
5.661,30,35.22
5.681,30,35.31
5.701,30,35.31
5.721,107.06,32.33
5.741,185.76,28.04
5.761,244.1,23.75
5.781,269.48,19.45
5.801,256.34,15.07
5.821,207.36,15.34
5.841,132.97,19.54
5.862,45.08,23.75
5.882,30,28.05
5.902,30,32.17
5.922,30,34.8
5.942,30,34.8
5.962,30,34.88
5.982,79.62,34.8
6.002,162.81,34.89
6.022,230,34.81
6.042,266.26,34.76
6.063,262.2,34.59
6.083,218.97,34.68
6.103,146.88,34.6
6.124,57.74,34.69
6.144,30,34.75
6.164,30,34.83
6.184,30,34.74
6.204,30,34.82
6.224,30,34.81
6.244,75.38,34.91
6.264,160.24,34.91
6.284,229.15,31.96
6.304,266.28,27.75
6.325,261.72,23.54
6.346,213.67,19.26
6.367,134.15,16.3
6.387,47.54,19.25
6.408,30,23.54
6.428,30,27.75
6.448,30,31.94
6.468,30,32.11
6.489,30,27.98
6.509,103.35,24.96
6.529,186.31,20.58
6.549,246.63,16.19
6.569,269.95,14.79
6.589,250.61,15.96
6.61,189.38,18.99
6.631,102.01,23.38
6.651,30,27.77
6.672,30,32.05
6.692,30,35
6.712,30,35
6.732,30,35.18
6.752,52.52,35.35
6.772,141.14,35.18
6.792,217.42,35.19
6.812,262.73,35.02
6.833,264.87,34.84
6.853,222.96,34.52
6.875,139.76,34.47
6.895,50.45,34.5
6.916,30,34.63
6.936,30,30.74
6.956,30,30.87
6.976,30,30.97
6.996,30,31.1
7.016,112.93,31.01
7.036,196.58,34.94
7.056,253.57,34.87
7.076,269.47,32.03
7.097,237.56,27.68
7.117,168.71,24.86
7.139,70.7,22.25
7.159,30,22.41
7.179,30,22.62
7.199,30,26.97
7.219,30,25.71
7.239,30,24.18
7.259,96.01,19.71
7.279,183.6,17.9
7.3,249.31,13.37
7.32,269.92,13.11
7.34,243.85,12.82
7.36,177.74,12.82
7.38,88.67,13.08
7.401,30,17.61
7.421,30,22
7.441,30,26.41
7.461,30,30.88
7.481,30,35.09
7.501,90.71,35
7.521,180.19,34.99
7.541,245.81,35.15
7.561,270,35.07
7.581,246.18,35.16
7.603,172.29,35.15
7.623,81.14,35.25
7.643,30,35.08
7.663,30,34.99
7.684,30,35.07
7.704,30,32.29
7.724,30,27.99
7.744,106.36,23.95
7.764,194.49,19.67
7.784,254.18,15.12
7.804,268.97,13.43
7.825,231.77,13.43
7.845,156.11,14.92
7.867,52.74,19.28
7.887,30,23.85
7.907,30,28.26
7.927,30,32.48
7.947,30,35.03
7.967,42.65,35.11
7.987,137.84,34.93
8.007,219.73,34.82
8.027,265.28,34.83
8.047,261.55,34.83
8.069,202.02,34.75
8.089,113.94,34.76
8.109,30,34.84
8.13,30,34.84
8.15,30,34.83
8.17,30,34.82
8.19,30,34.9
8.21,89.14,30.94
8.23,182.22,26.58
8.25,248.86,22.2
8.27,269.73,17.81
8.291,235.85,13.34
8.311,160.01,13.16
8.333,54.07,13.31
8.353,30,17.79
8.373,30,22.2
8.393,30,26.58
8.413,30,30.71
8.433,53.87,34.93
8.453,151.3,34.84
8.473,230.74,34.82
8.493,268.66,34.83
8.513,253.68,34.78
8.534,185.92,34.73
8.555,86.7,34.63
8.575,30,34.61
8.595,30,34.85
8.615,30,32.14
8.635,30,28.08
8.655,30,24
8.675,126.79,19.8
8.695,214.38,15.07
8.715,264.39,13.38
8.736,259.94,13.01
8.757,198.65,12.98
8.777,105.92,13.02
8.799,30,17.69
8.819,30,18.01
8.839,30,22.5
8.859,30,26.71
8.879,30,30.89
8.899,125.13,30.8
8.919,214.04,34.84
8.939,264.58,32.2
8.959,260.91,29.33
8.98,200.01,26.38
9.001,101.3,23.58
9.022,30,23.66
9.042,30,26.19
9.062,30,29.06
9.082,30,32.18
9.102,30.9,30.98
9.122,132.03,31.07
9.142,219.93,26.96
9.162,266.66,22.75
9.183,255.25,19.97
9.204,185.9,23.81
9.225,82.77,23.73
9.245,30,27.83
9.265,30,28.11
9.285,30,30.63
9.305,30,30.8
9.325,49.74,30.97
9.345,151.97,31.06
9.365,234.2,35
9.385,269.64,35.09
9.406,243.98,34.92
9.426,167.79,34.83
9.447,60.92,30.82
9.467,30,30.81
9.487,30,30.01
9.507,30,26.08
9.527,30,22.06
9.547,77.54,26.07
9.567,178.6,26.24
9.587,250.35,27.21
9.608,268.17,31.39
9.628,224.32,35.41
9.649,130.45,35.5
9.67,30,35.39
9.69,30,35.38
9.71,30,31.09
9.73,30,26.61
9.75,30,22.14
9.77,124.43,17.89
9.79,217,13.34
9.81,266.55,13.1
9.831,253.96,13.01
9.851,184.52,13.18
9.873,72.09,14.5
9.893,30,18.89
9.913,30,23.25
9.933,30,27.72
9.953,30,31.93
9.973,78.09,34.96
9.993,181.11,34.95
10.013,252.66,34.88
10.033,267.82,34.8
10.054,217.39,34.67
10.075,118.12,34.47
10.095,30,30.67
10.116,30,26.43
10.136,30,22.36
10.156,30,18.43
10.176,43.46,18.38
10.196,150.31,22.14
10.216,235.95,26.41
10.236,269.96,30.59
10.257,237.07,34.6
10.277,151.81,34.65
10.298,39.19,34.7
10.318,30,34.75
10.338,30,34.72
10.358,30,34.77
10.378,30,34.73
10.398,123.22,34.8
10.418,218.58,34.81
10.438,267.57,34.81
10.46,247.27,31.83
10.48,168.42,27.73
10.501,55.57,23.44
10.521,30,19.22
10.541,30,16.44
10.561,30,15.23
10.581,30,15.22
10.601,112.11,15.22
10.621,211.31,15.3
10.641,265.88,13.87
10.662,253.31,15.08
10.683,174.34,16.73
10.703,66.45,20.95
10.724,30,25.08
10.744,30,29.3
10.764,30,32.36
10.784,30,34.99
10.804,112.29,34.99
10.824,212.26,34.99
10.844,266.38,34.99
10.865,251.76,34.9
10.886,170.08,34.82
10.906,60.6,32.22
10.927,30,32.39
10.947,30,28.26
10.967,30,24.08
10.987,30,19.95
