time_ms,servo_deg,dist_cm
13940,260.71,19.22
13960,268.72,19.02
13980,242.31,18.84
14000,186.45,18.93
14020,111.83,18.93
14040,32.88,19.10
14060,30.00,19.13
14080,30.00,19.13
14100,30.00,19.13
14120,30.00,19.04
14140,30.00,18.87
14160,65.13,18.76
14180,144.95,18.59
14200,213.96,18.50
14220,258.39,18.50
14240,269.28,18.50
14260,244.31,18.52
14280,188.35,18.51
14300,112.53,18.42
14320,32.07,18.32
14340,30.00,18.23
14360,30.00,18.24
14380,30.00,18.24
14400,30.00,18.24
14420,30.00,18.24
14440,75.22,18.33
14460,155.97,18.33
14480,223.23,18.33
14500,263.05,18.32
14520,267.08,18.42
14540,234.33,18.42
14560,171.50,18.48
14580,91.57,18.58
14600,30.00,18.67
14620,30.00,18.67
14640,30.00,18.84
14660,30.00,22.27
14680,30.00,25.68
14700,30.00,29.08
14720,107.06,29.51
14740,185.76,29.52
14760,244.10,26.09
14780,269.48,22.68
14800,256.34,19.27
14820,207.36,19.02
14841,128.85,19.10
14862,40.99,19.39
14882,30.00,19.57
14902,30.00,19.57
14922,30.00,19.48
14942,30.00,19.31
14962,30.00,19.14
14982,83.88,18.97
15002,166.69,18.88
15022,232.65,18.71
15042,267.07,18.54
15063,260.90,18.46
15083,215.94,18.45
15104,138.67,18.53
15125,49.31,18.88
15145,30.00,22.20
15165,30.00,22.52
15185,30.00,22.86
15205,30.00,23.20
15225,30.00,23.18
15245,84.04,20.11
15265,168.15,19.79
15285,234.50,19.45
15305,267.83,19.11
15326,258.90,18.87
15346,210.46,18.70
15367,129.90,18.70
15388,39.08,18.94
15408,30.00,19.12
15428,30.00,19.20
15448,30.00,19.36
15468,30.00,19.53
15488,30.00,19.30
15508,103.35,19.13
15528,186.31,18.96
15548,246.63,18.72
15568,269.95,18.46
15590,246.41,18.45
15610,185.65,18.62
15631,97.58,18.88
15651,30.00,19.12
15671,30.00,19.63
15691,30.00,22.78
15711,30.00,22.87
15731,30.00,25.85
15751,52.52,29.19
15771,141.14,28.77
15791,217.42,25.79
15811,262.73,25.53
15832,264.87,22.37
15853,219.88,19.02
15874,139.76,19.15
15894,50.45,19.09
15915,30.00,22.37
15935,30.00,22.41
15955,30.00,22.24
15975,30.00,22.06
15995,30.00,21.94
16015,112.93,18.66
16035,196.58,18.49
16055,253.57,18.43
16075,269.47,18.35
16096,237.56,18.21
16117,164.56,18.10
16138,70.70,18.15
16158,30.00,18.16
16178,30.00,18.12
16198,30.00,18.16
16218,30.00,18.18
16238,30.00,18.17
16258,96.01,18.16
16278,183.60,18.24
16299,249.31,18.24
16319,269.92,18.24
16339,243.85,18.34
16359,177.74,18.43
16380,84.02,18.44
16400,30.00,18.44
16420,30.00,18.44
16440,30.00,18.34
16460,30.00,18.25
16480,30.00,18.33
16500,90.71,18.34
16520,180.19,18.43
16540,245.81,18.52
16560,270.00,18.61
16581,243.79,18.59
16602,172.29,18.59
16622,81.14,18.59
16643,30.00,18.50
16663,30.00,18.41
16683,30.00,18.34
16703,30.00,18.33
16723,30.00,18.32
16743,106.36,18.32
16763,194.49,18.42
16783,254.18,18.49
16803,268.97,18.58
16824,231.77,18.59
16845,151.64,18.59
16866,52.74,18.51
16886,30.00,18.53
16906,30.00,18.54
16926,30.00,18.62
16946,30.00,18.70
16966,42.65,18.79
16986,137.84,18.78
17006,219.73,18.78
17026,265.28,18.69
17047,260.03,18.76
17068,202.02,18.93
17088,113.94,19.11
17110,30.00,19.20
17130,30.00,19.30
17161,30.00,19.36
17183,30.00,19.32
17206,74.51,19.27
17228,177.99,19.29
17251,253.22,19.30
17273,267.61,19.31
17296,216.74,19.49
17316,132.05,19.23
17336,35.05,18.98
17356,30.00,18.78
17376,30.00,18.57
17396,30.00,18.17
17416,30.00,18.21
17436,73.43,18.25
17456,169.51,18.37
17476,242.22,18.41
17496,269.99,18.42
17516,244.44,18.43
17536,172.99,18.43
17556,76.77,18.31
17576,30.00,18.28
17596,30.00,18.28
17616,30.00,18.36
17636,30.00,18.45
17656,37.68,18.54
17676,136.54,18.62
17696,221.43,18.66
17716,266.60,18.57
17736,258.22,18.44
17756,198.65,18.35
17776,105.92,18.22
17796,30.00,18.13
17816,30.00,18.13
17836,30.00,18.21
17856,30.00,18.21
17876,30.00,18.25
17896,115.13,18.40
17916,206.49,18.43
17936,261.83,18.47
17956,263.83,18.43
17976,211.70,18.43
17996,121.55,18.29
18016,30.00,18.21
18036,30.00,18.12
18056,30.00,18.12
18076,30.00,18.12
18096,30.00,18.21
18116,106.72,18.26
18136,200.88,18.30
18156,259.94,18.36
18176,265.01,18.36
18196,214.32,18.32
18216,123.86,18.27
18236,30.00,18.18
18256,30.00,18.18
18276,30.00,18.26
18296,30.00,18.25
18316,30.00,18.31
18336,111.65,18.53
18356,205.69,18.57
18376,262.24,18.49
18396,262.80,18.49
18416,207.02,18.49
18436,112.95,18.32
18456,30.00,18.23
18476,30.00,18.18
18496,30.00,18.27
18516,30.00,18.35
18536,30.00,18.61
18556,129.74,18.89
18576,219.98,18.98
18596,267.12,18.84
18616,255.36,18.76
18636,188.43,18.45
18656,88.56,18.22
18676,30.00,18.13
18696,30.00,18.13
18716,30.00,18.30
18736,30.00,18.29
18756,55.80,18.43
18776,159.95,18.69
18796,240.49,18.83
18816,269.99,18.74
18836,238.25,18.89
18856,155.92,18.86
18876,50.99,18.82
18896,30.00,19.16
18916,30.00,19.54
18936,30.00,19.62
18956,30.00,19.60
18976,99.55,19.68
18996,198.97,19.30
19016,260.70,18.92
19036,263.22,18.75
19056,205.46,18.66
19076,107.40,18.49
19096,30.00,18.45
19117,30.00,18.37
19137,30.00,18.36
19158,30.00,18.36
19178,59.36,18.28
19198,165.41,18.36
19218,244.88,18.33
19238,269.56,18.34
19258,230.52,18.34
19278,141.46,18.43
19300,30.00,18.34
19320,30.00,18.36
19340,30.00,18.35
19360,30.00,18.34
19380,31.25,18.25
19400,139.24,18.42
19420,229.56,18.34
19440,269.52,18.44
19461,241.62,18.45
19481,158.35,18.45
19503,39.50,18.28
19523,30.00,18.46
19543,30.00,18.63
19563,30.00,18.64
19584,30.00,18.73
19604,133.90,18.81
19624,226.74,18.81
19644,269.26,18.63
19664,245.60,18.97
19684,164.35,19.23
19705,50.01,22.13
19725,30.00,25.20
19745,30.00,27.96
19765,30.00,30.68
19785,30.00,33.41
19805,123.35,33.92
19825,220.25,33.75
19846,268.96,33.97
19866,246.52,33.98
19887,159.86,34.06
19908,44.09,33.72
19928,30.00,34.32
19948,30.00,31.75
19968,30.00,29.11
19988,30.00,26.56
