time_ms,servo_deg,dist_cm
16845,151.64,19.19
16866,52.74,19.27
16886,30.00,19.33
16906,30.00,19.39
16926,30.00,19.39
16946,30.00,19.40
16966,42.65,19.32
16986,137.84,19.44
17006,219.73,19.38
17026,265.28,19.21
17047,260.03,19.14
17068,202.02,19.13
17088,113.94,18.88
17110,30.00,18.85
17130,30.00,19.02
17150,30.00,19.16
17170,30.00,19.07
17190,30.00,19.24
17210,94.01,19.43
17230,186.39,19.27
17250,251.10,19.21
17270,269.40,19.21
17290,235.85,19.13
17311,155.46,18.93
17332,54.07,18.93
17352,30.00,18.93
17372,30.00,19.01
17392,30.00,19.10
17412,30.00,19.21
17432,53.87,19.38
17452,151.30,19.29
17472,230.74,19.30
17492,268.66,19.13
17513,251.55,19.04
17533,185.92,18.82
17554,86.70,18.90
17574,30.00,18.78
17594,30.00,18.90
17614,30.00,18.99
17634,30.00,19.16
17654,30.00,19.11
17674,126.79,19.09
17694,214.38,19.01
17715,265.57,18.91
17735,259.94,18.88
17756,198.65,18.88
17777,100.89,19.00
17798,30.00,19.05
17818,30.00,19.05
17838,30.00,19.12
17858,30.00,19.25
17878,30.00,19.27
17898,125.13,19.27
17918,214.04,19.27
17938,264.58,19.20
17958,260.91,19.12
17980,195.94,19.13
18000,101.30,19.12
18021,30.00,19.12
18041,30.00,19.18
18061,30.00,19.18
18081,30.00,19.15
18101,30.90,19.24
18121,132.03,19.33
18141,219.93,19.26
18162,267.57,19.27
18183,253.14,19.47
18203,185.90,19.38
18224,82.77,19.29
18244,30.00,19.29
18264,30.00,19.28
18284,30.00,19.17
18304,30.00,19.23
18324,49.74,19.32
18344,151.97,19.29
18364,234.20,19.30
18384,269.64,19.33
18405,243.98,19.36
18425,167.79,19.44
18447,55.77,19.55
18467,30.00,19.55
18487,30.00,19.45
18507,30.00,19.45
18527,30.00,19.27
18547,82.80,19.42
18567,183.13,19.51
18587,252.66,19.60
18607,268.17,19.51
18628,220.75,19.52
18649,125.29,19.21
18669,30.00,19.12
18689,30.00,19.12
18709,30.00,19.01
18729,30.00,19.09
18749,30.00,19.23
18769,124.43,19.24
18789,217.00,19.15
18809,266.55,19.26
18831,251.69,19.18
18851,179.94,19.12
18872,72.09,19.11
18892,30.00,19.11
18912,30.00,19.19
18932,30.00,19.28
18952,30.00,19.28
18972,78.09,19.28
18992,181.11,19.29
19012,252.66,19.18
19033,266.90,19.09
19053,217.39,19.09
19074,118.12,19.04
19095,30.00,18.98
19115,30.00,18.81
19135,30.00,18.62
19155,30.00,18.48
19175,43.46,18.52
19195,150.31,18.66
19215,235.95,18.78
19235,269.96,18.97
19256,237.07,19.12
19276,151.81,19.08
19298,33.98,19.00
19318,30.00,19.06
19338,30.00,18.97
19358,30.00,18.96
19378,30.00,19.09
19398,128.60,19.18
19418,222.37,19.27
19438,268.39,19.34
19459,247.27,19.35
19479,168.42,19.27
19501,50.18,19.18
19521,30.00,19.18
19542,30.00,19.11
19562,30.00,19.19
19582,30.00,19.19
19602,123.06,19.27
19622,219.27,19.19
19642,267.91,19.37
19662,250.89,19.28
19682,174.34,19.37
19703,60.95,19.26
19723,30.00,19.26
19743,30.00,19.06
19763,30.00,19.05
19783,30.00,19.05
19803,112.29,19.07
19823,212.26,19.07
19844,267.41,19.19
19864,251.76,19.20
19885,170.08,19.12
19906,55.06,19.09
19926,30.00,19.09
19946,30.00,19.00
19966,30.00,18.99
19986,30.00,18.99
