time_ms,servo_deg,dist_cm
12400,172.32,26.31
12420,227.54,26.58
12440,261.64,26.09
12460,269.27,22.69
12480,249.12,19.13
12500,204.19,18.28
12520,141.38,17.93
12540,70.45,17.91
12560,30.00,17.98
12580,30.00,17.88
12600,30.00,17.97
12620,30.00,17.98
12640,30.00,18.06
12660,30.00,18.07
12680,49.46,18.32
12700,121.53,18.58
12720,188.64,19.01
12740,239.94,19.27
12760,267.05,19.25
12780,265.48,19.17
12800,235.35,18.82
12820,181.46,18.41
12840,112.52,18.15
12860,39.78,18.09
12880,30.00,18.02
12900,30.00,18.20
12920,30.00,18.36
12940,30.00,18.45
12960,30.00,18.60
12980,30.00,18.59
13000,92.83,18.60
13020,164.84,18.35
13040,224.34,18.18
13060,261.21,18.03
13080,269.08,17.95
13100,246.51,17.77
13120,197.20,17.85
13140,129.48,17.85
13160,54.90,17.85
13180,30.00,18.20
13200,30.00,18.21
13220,30.00,18.29
13240,30.00,18.38
13260,30.00,18.46
13280,30.00,18.20
13300,88.90,18.46
13320,162.78,18.29
13340,223.94,18.29
13360,261.53,18.21
13380,268.79,18.12
13400,244.30,17.86
13420,192.29,17.95
13440,121.93,17.95
13460,45.76,18.37
13480,30.00,18.48
13500,30.00,18.90
13520,30.00,22.63
13540,30.00,23.49
13560,30.00,26.86
13580,33.31,30.41
13600,109.87,33.57
13620,182.88,30.26
13640,238.93,30.14
13660,267.60,29.66
13680,263.49,29.32
13700,227.22,28.97
13720,165.40,31.78
13740,89.45,34.26
13760,30.00,34.42
13780,30.00,34.67
13800,30.00,35.26
13820,30.00,35.76
13840,30.00,36.52
13860,30.00,36.70
13880,76.63,36.79
13900,154.39,36.20
13920,219.96,35.70
13940,260.71,34.86
13960,268.72,34.43
13980,242.31,33.99
14000,186.45,34.08
14020,111.83,34.25
14040,32.88,31.44
14060,30.00,28.37
14080,30.00,25.31
14100,30.00,22.16
14120,30.00,18.92
14140,30.00,18.66
14160,65.13,18.72
14180,144.95,18.89
14200,213.96,19.15
14220,258.39,19.40
14240,269.28,19.66
14260,244.31,19.77
14280,188.35,19.86
14300,112.53,19.77
14320,32.07,19.51
14340,30.00,19.26
14360,30.00,19.00
14380,30.00,18.74
14400,30.00,18.57
14420,30.00,18.74
14440,75.22,22.23
14460,155.97,25.47
14480,223.23,28.54
14500,263.05,31.61
14520,267.08,34.51
14540,234.33,34.09
14560,171.50,34.17
14580,91.57,34.51
14600,30.00,31.69
14620,30.00,28.63
14640,30.00,25.55
14660,30.00,22.32
14680,30.00,18.91
14700,30.00,19.00
14720,107.06,22.67
14740,185.76,22.92
14760,244.10,26.24
14780,269.48,29.48
14800,256.34,32.29
14820,207.36,31.77
14841,128.85,31.77
14862,40.99,28.63
14882,30.00,25.65
14902,30.00,22.41
14922,30.00,19.26
14942,30.00,19.18
14962,30.00,19.32
14982,83.88,22.56
15002,166.69,22.91
15022,232.65,23.14
15042,267.07,23.22
15063,260.90,23.16
15083,215.94,19.92
15105,134.52,19.83
15125,49.31,19.52
15145,30.00,19.26
15165,30.00,18.92
15185,30.00,18.58
15205,30.00,18.41
15225,30.00,18.56
15245,84.04,18.73
15265,168.15,18.99
15285,234.50,22.64
15305,267.83,25.88
15326,258.90,29.31
15346,210.46,32.45
15367,129.90,35.86
15388,39.08,36.03
15408,30.00,33.22
15428,30.00,33.47
15448,30.00,33.10
15468,30.00,33.36
15488,30.00,33.42
15508,103.35,36.32
15528,186.31,35.82
15548,246.63,35.93
15569,270.00,35.16
15590,246.41,34.42
15610,185.65,34.17
15631,97.58,31.10
15651,30.00,27.93
15671,30.00,24.77
15691,30.00,21.62
15711,30.00,18.39
15731,30.00,18.05
15751,52.52,18.08
15771,141.14,17.99
15791,217.42,17.90
15811,262.73,17.90
15832,264.87,17.90
15853,219.88,17.81
15874,139.76,17.76
15894,50.45,17.71
15915,30.00,17.67
15935,30.00,17.70
15955,30.00,17.70
15975,30.00,17.78
15995,30.00,18.18
16015,112.93,21.76
16035,196.58,25.07
16055,253.57,28.26
16075,269.47,31.42
16096,237.56,34.26
16117,164.56,34.06
16138,70.70,34.21
16158,30.00,34.69
16178,30.00,34.90
16198,30.00,35.38
16218,30.00,35.69
16238,30.00,35.85
16258,96.01,35.79
16278,183.60,35.80
16299,249.31,35.46
16319,269.92,35.12
16339,243.85,34.79
16359,177.74,34.68
16380,84.02,34.77
16400,30.00,34.93
16420,30.00,35.11
16440,30.00,35.36
16460,30.00,35.44
16480,30.00,35.60
16500,90.71,35.78
16520,180.19,32.89
16540,245.81,29.92
16560,270.00,29.67
16581,243.79,29.25
16602,172.29,28.82
16622,81.14,31.54
16643,30.00,34.42
16663,30.00,34.59
16683,30.00,34.93
16703,30.00,35.34
16723,30.00,35.60
16743,106.36,35.60
16763,194.49,35.35
16783,254.18,35.01
16803,268.97,34.52
16824,231.77,34.18
16845,151.64,33.93
16866,52.74,33.93
16886,30.00,34.28
16906,30.00,34.53
16926,30.00,34.87
16946,30.00,35.38
16966,42.65,35.63
16986,137.84,35.37
17006,219.73,35.38
17026,265.28,35.12
17047,260.03,34.78
17068,202.02,34.78
17088,113.94,34.87
17110,30.00,35.03
17130,30.00,35.46
17150,30.00,35.68
17170,30.00,35.67
17190,30.00,35.92
17210,94.01,33.10
17230,186.39,29.79
17250,251.10,26.51
17270,269.40,23.37
17290,235.85,20.07
17311,155.46,19.73
17332,54.07,22.79
17352,30.00,26.24
17372,30.00,29.47
17392,30.00,32.69
17412,30.00,35.85
17432,53.87,36.10
17452,151.30,35.86
17472,230.74,35.87
17492,268.66,35.79
17513,251.55,35.72
17533,185.92,35.58
17554,86.70,35.61
17574,30.00,35.50
17594,30.00,35.31
17614,30.00,35.36
17634,30.00,32.22
17654,30.00,28.99
17674,126.79,25.91
17694,214.38,22.83
17715,265.57,19.52
17735,259.94,19.15
17756,198.65,18.72
17777,100.89,18.34
17798,30.00,18.14
17818,30.00,18.22
17838,30.00,18.13
17858,30.00,18.19
17878,30.00,18.19
17898,125.13,18.36
17918,214.04,18.21
17938,264.58,18.12
17958,260.91,18.04
17980,195.94,18.01
18000,101.30,17.84
18021,30.00,17.93
18041,30.00,18.10
18061,30.00,18.44
18081,30.00,18.80
18101,30.90,19.24
18121,132.03,19.81
18141,219.93,20.07
18161,266.66,23.21
18183,253.14,26.12
18203,185.90,28.92
18224,82.77,31.31
18244,30.00,34.11
18264,30.00,34.03
18284,30.00,30.99
18304,30.00,27.92
18324,49.74,24.85
18344,151.97,21.70
18364,234.20,18.37
18384,269.64,18.07
18405,243.98,17.81
18425,167.79,17.56
18447,55.77,17.48
18467,30.00,17.40
18487,30.00,17.40
18507,30.00,17.41
18527,30.00,17.41
18547,82.80,17.41
18567,183.13,17.48
18587,252.66,17.65
18607,268.17,17.89
18627,224.32,18.40
18649,125.29,22.07
18669,30.00,25.73
18689,30.00,29.22
18709,30.00,32.54
18729,30.00,35.60
18749,30.00,35.82
18769,124.43,36.00
18789,217.00,35.92
18809,266.55,33.12
18831,251.69,29.99
18851,179.94,26.54
18872,72.09,23.05
18892,30.00,20.08
18912,30.00,20.06
18932,30.00,23.20
18952,30.00,26.35
18972,78.09,29.41
18992,181.11,32.20
19012,252.66,34.88
19033,266.90,34.70
19053,217.39,34.47
19074,118.12,34.41
19094,30.00,34.57
19115,30.00,34.70
19135,30.00,34.93
19155,30.00,35.36
19175,43.46,35.49
19195,150.31,35.28
19215,235.95,35.08
19235,269.96,34.84
19256,237.07,34.50
19276,151.81,34.63
19298,33.98,34.94
19318,30.00,35.24
19338,30.00,35.83
19358,30.00,36.22
19378,30.00,36.26
19398,128.60,33.29
19418,222.37,32.81
19438,268.39,29.41
19459,247.27,26.02
19479,168.42,22.72
19501,50.18,22.47
19521,30.00,19.73
19542,30.00,19.41
19562,30.00,19.23
19582,30.00,19.31
19602,123.06,19.23
19622,219.27,18.97
19642,267.91,18.89
19662,250.89,18.80
19682,174.34,18.54
19703,60.95,18.45
19723,30.00,18.88
19743,30.00,19.05
19763,30.00,19.48
19783,30.00,22.80
19803,112.29,26.03
19823,212.26,28.75
19844,267.41,31.72
19864,251.76,34.44
19885,170.08,34.18
19906,55.06,34.08
19926,30.00,34.33
19946,30.00,34.50
19966,30.00,34.76
19986,30.00,35.27
