time_ms,servo_deg,dist_cm
17220,142.09,9.52
17240,223.63,9.59
17260,266.74,9.67
17280,258.85,9.75
17300,202.08,9.75
17320,112.74,9.68
17340,30.00,9.67
17360,30.00,9.59
17380,30.00,9.51
17400,30.00,9.51
17420,30.00,9.51
17440,93.19,9.51
17460,186.75,9.68
17480,251.86,9.75
17500,269.13,9.82
17520,233.31,9.89
17540,154.86,9.97
17560,57.04,9.89
17580,30.00,9.90
17600,30.00,9.83
17620,30.00,9.75
17640,30.00,9.59
17660,57.12,9.50
17680,155.58,9.42
17700,234.30,9.42
17720,269.38,9.50
17740,250.03,9.59
17760,181.96,9.67
17780,85.78,9.67
17800,30.00,9.67
17820,30.00,9.59
17840,30.00,9.51
17860,30.00,9.43
17880,34.98,9.43
17900,135.01,9.51
17920,221.20,9.68
17940,266.78,9.83
17960,257.44,10.00
17980,195.94,10.13
18000,101.30,10.10
18020,30.00,9.94
18040,30.00,9.75
18060,30.00,9.59
18080,30.00,9.45
18100,30.00,9.40
18120,127.02,9.41
18140,216.32,9.43
18160,265.60,9.51
18180,259.06,9.59
18200,198.61,9.59
18220,103.41,9.58
18240,30.00,9.58
18260,30.00,9.50
18280,30.00,9.34
18300,30.00,9.34
18320,30.00,9.35
18340,132.09,9.45
18360,220.81,9.45
18380,267.12,9.53
18400,255.82,9.52
18420,190.42,9.51
18440,92.12,9.43
18460,30.00,9.36
18480,30.00,9.36
18500,30.00,9.29
18520,30.00,9.21
18540,46.47,9.22
18560,149.92,9.39
18580,233.61,9.39
18600,269.65,9.46
18620,245.91,9.54
18640,170.13,9.52
18660,67.48,9.44
18680,30.00,9.36
18700,30.00,9.36
18720,30.00,9.36
18740,30.00,9.36
18760,76.85,9.35
18780,179.02,9.51
18800,251.09,9.67
18820,268.50,9.75
18840,225.14,9.83
18860,135.63,9.91
18880,30.45,9.83
18900,30.00,9.67
18920,30.00,9.59
18940,30.00,9.51
18960,30.00,9.43
18980,120.89,9.43
19000,215.27,9.44
19020,266.29,9.43
19040,256.12,9.43
19060,188.12,9.43
19080,85.83,9.50
19100,30.00,9.43
19120,30.00,9.34
19140,30.00,9.35
19160,30.00,9.27
19180,70.10,9.20
19200,175.13,9.27
19220,250.14,9.36
19240,268.47,9.35
19260,223.45,9.43
19280,130.91,9.50
19300,30.00,9.51
19320,30.00,9.51
19340,30.00,9.43
19360,30.00,9.43
19380,31.25,9.36
19400,139.24,9.44
19420,229.56,9.52
19440,269.52,9.60
19460,244.52,9.60
19480,163.42,9.59
19500,55.57,9.51
19520,30.00,9.36
19540,30.00,9.29
19560,30.00,9.22
19580,30.00,9.14
19600,112.11,9.06
19620,211.31,9.14
19640,265.88,9.30
19660,255.57,9.37
19680,184.01,9.44
19700,77.53,9.59
19720,30.00,9.59
19740,30.00,9.51
19760,30.00,9.51
19780,30.00,9.51
19800,95.54,9.44
19820,199.40,9.43
19840,262.25,9.43
19860,260.33,9.42
19880,194.19,9.43
19900,88.61,9.43
19920,30.00,9.44
19940,30.00,9.44
19960,30.00,9.44
19980,30.00,9.44
20000,90.00,9.44
