time_s,servo_deg,dist_cm
2.161,219,24.55
2.181,167.08,21.32
2.201,105.36,21.41
2.221,41.6,21.5
2.241,30,21.51
2.261,30,21.51
2.281,30,24.83
2.301,30,24.74
2.321,30,24.65
2.341,30,24.74
2.361,30,24.82
2.381,92.59,21.76
2.401,156.37,21.85
2.421,211.57,24.93
2.441,250.9,25.1
2.461,269.1,25.09
2.481,263.67,24.83
2.501,235.21,21.83
2.521,187.38,21.83
2.541,126.48,24.65
2.561,60.59,24.83
2.581,30,25
2.601,30,24.67
2.621,30,21.6
2.641,30,18.7
2.661,30,18.62
2.681,30,18.7
2.701,30,22.21
2.721,88.2,22.47
2.741,154.03,22.72
2.761,211.11,22.9
2.781,251.46,22.91
2.801,269.39,19.84
2.821,262.28,19.75
2.841,231.02,19.67
2.861,179.87,19.67
2.881,115.96,19.67
2.901,48.28,19.55
2.921,30,22.97
2.941,30,22.79
2.961,30,22.61
2.981,30,22.35
3.001,30,22.21
3.021,30,18.62
3.041,47.21,18.54
3.061,115.75,18.53
3.081,180.64,18.61
3.101,232.38,18.61
3.121,263.34,18.6
3.141,268.85,18.69
3.161,247.99,18.61
3.181,203.71,18.53
3.201,142.49,18.45
3.221,73.36,18.36
3.241,30,18.28
3.261,30,18.27
3.281,30,18.36
3.301,30,18.35
3.321,30,18.34
3.341,30,18.34
3.361,34.67,18.43
3.381,104.57,18.43
3.401,172.32,18.6
3.421,227.54,18.85
3.441,261.64,19.12
3.461,269.27,19.36
3.481,249.12,22.26
3.501,204.19,25.07
3.521,141.38,27.72
3.541,70.45,30.46
3.561,30,33.39
3.581,30,33.39
3.601,30,33.48
3.621,30,33.9
3.641,30,34.14
3.661,30,34.45
3.681,49.46,31.72
3.701,121.53,28.66
3.721,188.64,25.34
3.741,239.94,22.11
3.761,267.05,18.54
3.781,265.48,18.28
3.801,235.35,18.28
3.821,181.46,18.28
3.841,112.52,18.28
3.861,39.78,18.45
3.881,30,18.46
3.901,30,18.54
3.921,30,18.63
3.941,30,18.63
3.961,30,18.43
3.981,30,18.43
4.001,92.83,18.34
4.021,164.84,18.25
4.041,224.34,18.25
4.061,261.21,18.28
4.081,269.08,18.28
4.101,246.51,18.28
4.121,197.2,18.27
4.141,129.48,18.18
4.161,54.9,18.16
4.181,30,18.25
4.201,30,18.24
4.221,30,18.33
4.241,30,18.5
4.261,30,18.53
4.281,30,18.44
4.301,88.9,18.44
4.321,162.78,18.37
4.341,223.94,18.28
4.361,261.53,18.25
4.381,268.79,18.25
4.401,244.3,18.34
4.421,192.29,18.77
4.441,121.93,22.16
4.461,45.76,25.42
4.481,30,28.9
4.501,30,29.21
4.521,30,29.2
4.541,30,26.3
4.561,30,23.47
4.581,33.31,20.49
4.601,109.87,20.43
4.621,182.88,20.18
4.641,238.93,19.75
4.661,267.6,19.43
4.681,263.49,18.91
4.701,227.22,18.57
4.721,165.4,18.4
4.741,89.45,18.41
4.761,30,18.39
4.781,30,18.4
4.801,30,18.49
4.821,30,18.67
4.841,30,18.76
4.861,30,18.96
4.881,76.63,19.31
4.901,154.39,19.31
4.921,219.96,19.3
4.941,260.71,19.22
4.961,268.72,19.02
4.981,242.31,18.84
5.001,186.45,18.93
5.021,111.83,18.93
5.041,32.88,19.1
5.061,30,19.13
5.081,30,19.13
5.101,30,19.13
5.121,30,19.04
5.141,30,18.87
5.161,65.13,18.76
5.181,144.95,18.59
5.201,213.96,18.5
5.221,258.39,18.5
5.241,269.28,18.5
5.261,244.31,18.52
5.281,188.35,18.51
5.301,112.53,18.42
5.321,32.07,18.32
5.341,30,18.23
5.361,30,18.24
5.381,30,18.24
5.401,30,18.24
5.421,30,18.24
5.441,75.22,18.33
5.461,155.97,18.33
5.481,223.23,18.33
5.501,263.05,18.32
5.521,267.08,18.42
5.541,234.33,18.42
5.561,171.5,18.48
5.581,91.57,18.58
5.601,30,18.67
5.621,30,18.67
5.641,30,18.84
5.661,30,22.27
5.681,30,25.68
5.701,30,29.08
5.721,107.06,29.51
5.741,185.76,29.52
5.761,244.1,26.09
5.781,269.48,22.68
5.801,256.34,19.27
5.821,207.36,19.02
5.842,128.85,19.1
5.863,40.99,19.39
5.883,30,19.57
5.903,30,19.57
5.923,30,19.48
5.943,30,19.31
5.963,30,19.14
5.983,83.88,18.97
6.003,166.69,18.88
6.023,232.65,18.71
6.043,267.07,18.54
6.064,260.9,18.46
6.084,215.94,18.45
6.105,138.67,18.53
6.126,49.31,18.88
6.146,30,22.2
6.166,30,22.52
6.186,30,22.86
6.206,30,23.2
6.226,30,23.18
6.246,84.04,20.11
6.266,168.15,19.79
6.286,234.5,19.45
6.306,267.83,19.11
6.327,258.9,18.87
6.347,210.46,18.7
6.368,129.9,18.7
6.389,39.08,18.94
6.409,30,19.12
6.429,30,19.2
6.449,30,19.36
6.469,30,19.53
6.489,30,19.3
6.509,103.35,19.13
6.529,186.31,18.96
6.549,246.63,18.72
6.569,269.95,18.46
6.591,246.41,18.45
6.611,185.65,18.62
6.632,97.58,18.88
6.652,30,19.12
6.672,30,19.63
6.692,30,22.78
6.712,30,22.87
6.732,30,25.85
6.752,52.52,29.19
6.772,141.14,28.77
6.792,217.42,25.79
6.812,262.73,25.53
6.833,264.87,22.37
6.854,219.88,19.02
6.875,139.76,19.15
6.895,50.45,19.09
6.916,30,22.37
6.936,30,22.41
6.956,30,22.24
6.976,30,22.06
6.996,30,21.94
7.016,112.93,18.66
7.036,196.58,18.49
7.056,253.57,18.43
7.076,269.47,18.35
7.097,237.56,18.21
7.118,164.56,18.1
7.139,70.7,18.15
7.159,30,18.16
7.179,30,18.12
7.199,30,18.16
7.219,30,18.18
7.239,30,18.17
7.259,96.01,18.16
7.279,183.6,18.24
7.3,249.31,18.24
7.32,269.92,18.24
7.34,243.85,18.34
7.36,177.74,18.43
7.381,84.02,18.44
7.401,30,18.44
7.421,30,18.44
7.441,30,18.34
7.461,30,18.25
7.481,30,18.33
7.501,90.71,18.34
7.521,180.19,18.43
7.541,245.81,18.52
7.561,270,18.61
7.582,243.79,18.59
7.603,172.29,18.59
7.623,81.14,18.59
7.644,30,18.5
7.664,30,18.41
7.684,30,18.34
7.704,30,18.33
7.724,30,18.32
7.744,106.36,18.32
7.764,194.49,18.42
7.784,254.18,18.49
7.804,268.97,18.58
7.825,231.77,18.59
7.846,151.64,18.59
7.867,52.74,18.51
7.887,30,18.53
7.907,30,18.54
7.927,30,18.62
7.947,30,18.7
7.967,42.65,18.79
7.987,137.84,18.78
8.007,219.73,18.78
8.027,265.28,18.69
8.048,260.03,18.76
8.069,202.02,18.93
8.089,113.94,19.11
8.111,30,19.2
8.131,30,19.3
8.162,30,19.36
8.184,30,19.32
8.207,74.51,19.27
8.229,177.99,19.29
8.252,253.22,19.3
8.274,267.61,19.31
8.297,216.74,19.49
8.317,132.05,19.23
8.337,35.05,18.98
8.357,30,18.78
8.377,30,18.57
8.397,30,18.17
8.417,30,18.21
8.437,73.43,18.25
8.457,169.51,18.37
8.477,242.22,18.41
8.497,269.99,18.42
8.517,244.44,18.43
8.537,172.99,18.43
8.557,76.77,18.31
8.577,30,18.28
8.597,30,18.28
8.617,30,18.36
8.637,30,18.45
8.657,37.68,18.54
8.677,136.54,18.62
8.697,221.43,18.66
8.717,266.6,18.57
8.737,258.22,18.44
8.757,198.65,18.35
8.777,105.92,18.22
8.797,30,18.13
8.817,30,18.13
8.837,30,18.21
8.857,30,18.21
8.877,30,18.25
8.897,115.13,18.4
8.917,206.49,18.43
8.937,261.83,18.47
8.957,263.83,18.43
8.977,211.7,18.43
8.997,121.55,18.29
9.017,30,18.21
9.037,30,18.12
9.057,30,18.12
9.077,30,18.12
9.097,30,18.21
9.117,106.72,18.26
9.137,200.88,18.3
9.157,259.94,18.36
9.177,265.01,18.36
9.197,214.32,18.32
9.217,123.86,18.27
9.237,30,18.18
9.257,30,18.18
9.277,30,18.26
9.297,30,18.25
9.317,30,18.31
9.337,111.65,18.53
9.357,205.69,18.57
9.377,262.24,18.49
9.397,262.8,18.49
9.417,207.02,18.49
9.437,112.95,18.32
9.457,30,18.23
9.477,30,18.18
9.497,30,18.27
9.517,30,18.35
9.537,30,18.61
9.557,129.74,18.89
9.577,219.98,18.98
9.597,267.12,18.84
9.617,255.36,18.76
9.637,188.43,18.45
9.657,88.56,18.22
9.677,30,18.13
9.697,30,18.13
9.717,30,18.3
9.737,30,18.29
9.757,55.8,18.43
9.777,159.95,18.69
9.797,240.49,18.83
9.817,269.99,18.74
9.837,238.25,18.89
9.857,155.92,18.86
9.877,50.99,18.82
9.897,30,19.16
9.917,30,19.54
9.937,30,19.62
9.957,30,19.6
9.977,99.55,19.68
9.997,198.97,19.3
10.017,260.7,18.92
10.037,263.22,18.75
10.057,205.46,18.66
10.077,107.4,18.49
10.097,30,18.45
10.118,30,18.37
10.138,30,18.36
10.159,30,18.36
10.179,59.36,18.28
10.199,165.41,18.36
10.219,244.88,18.33
10.239,269.56,18.34
10.259,230.52,18.34
10.279,141.46,18.43
10.301,30,18.34
10.321,30,18.36
10.341,30,18.35
10.361,30,18.34
10.381,31.25,18.25
10.401,139.24,18.42
10.421,229.56,18.34
10.441,269.52,18.44
10.462,241.62,18.45
10.482,158.35,18.45
10.504,39.5,18.28
10.524,30,18.46
10.544,30,18.63
10.564,30,18.64
10.585,30,18.73
10.605,133.9,18.81
10.625,226.74,18.81
10.645,269.26,18.63
10.665,245.6,18.97
10.685,164.35,19.23
10.706,50.01,22.13
10.726,30,25.2
10.746,30,27.96
10.766,30,30.68
10.786,30,33.41
10.806,123.35,33.92
10.826,220.25,33.75
10.847,268.96,33.97
10.867,246.52,33.98
10.888,159.86,34.06
10.909,44.09,33.72
10.929,30,34.32
10.949,30,31.75
10.969,30,29.11
10.989,30,26.56
